model,time,zooplankton biomass (Pg C),phytoplankton biomass (Pg C),mixoplankton biomass (Pg C),size mean (Î¼m),exp
6,140.5,0.120681524,0.100485936,0.36151415,41.42918,solar effect
6,141.5,0.119776115,0.09991988,0.35982412,41.239292,solar effect
6,142.5,0.118881665,0.09936704,0.3581429,41.045742,solar effect
6,143.5,0.117979705,0.09881484,0.35650718,40.856224,solar effect
6,144.5,0.11709845,0.09827423,0.354922,40.67313,solar effect
6,145.5,0.116245724,0.09775787,0.35340935,40.504154,solar effect
6,146.5,0.11542403,0.09725217,0.35190225,40.332153,solar effect
6,147.5,0.114644945,0.096772015,0.3504838,40.171566,solar effect
6,148.5,0.11390666,0.096310094,0.3490911,40.010105,solar effect
6,149.5,0.11319633,0.09585984,0.3477273,39.851635,solar effect
6,199.5,0.100432366,0.087045565,0.31991416,36.71843,solar effect
7,0.5,0.10015385,0.08929633,0.30355453,38.682323,solar effect
7,99.5,0.09210588,0.08051182,0.2978494,33.870495,solar effect
7,100.5,0.050284352,0.041637197,0.15593949,33.54111,solar effect
7,101.5,4.1769138e-07,1.559976e-07,9.473963e-07,84.91787,solar effect
7,102.5,1.5550755e-11,1.3458876e-11,1.885222e-11,20.24569,solar effect
7,103.5,3.7719627e-05,0.0016934721,0.0054863794,13.123073,solar effect
7,104.5,0.03384113,0.098035485,0.36628228,26.165798,solar effect
7,105.5,0.19729738,0.21093993,0.7618141,64.22217,solar effect
7,106.5,0.22270179,0.19495484,0.68344855,71.834015,solar effect
7,107.5,0.21755409,0.18062383,0.6277647,68.93778,solar effect
7,108.5,0.2082749,0.16991699,0.5870398,65.357666,solar effect
7,109.5,0.19971167,0.16194531,0.5577306,62.537487,solar effect
7,110.5,0.19265042,0.15560894,0.53574085,60.371346,solar effect
7,111.5,0.18623456,0.15005952,0.517172,58.40124,solar effect
7,112.5,0.18036032,0.14527005,0.5017249,56.746105,solar effect
7,113.5,0.1751185,0.14104357,0.48803636,55.244137,solar effect
7,114.5,0.17058581,0.13739783,0.47615626,53.868797,solar effect
7,115.5,0.16645777,0.13420793,0.46570587,52.72096,solar effect
7,116.5,0.16265452,0.1311846,0.45591214,51.577415,solar effect
7,117.5,0.15901087,0.12835377,0.44680455,50.50917,solar effect
7,118.5,0.15571564,0.12580895,0.43881494,49.588253,solar effect
7,119.5,0.15274139,0.12348637,0.43171418,48.77961,solar effect
7,120.5,0.14999342,0.121340126,0.42514908,48.033005,solar effect
7,121.5,0.14748082,0.11944737,0.41936368,47.401386,solar effect
7,122.5,0.14517403,0.117706195,0.41410208,46.824577,solar effect
7,123.5,0.14304055,0.11612862,0.40924138,46.297714,solar effect
7,124.5,0.14109957,0.114716195,0.40490162,45.83203,solar effect
7,125.5,0.13921475,0.11334409,0.40074062,45.416233,solar effect
7,126.5,0.1374411,0.11208596,0.39686716,45.01948,solar effect
7,127.5,0.13575172,0.11088812,0.39315835,44.64238,solar effect
7,128.5,0.13415338,0.1097364,0.38961136,44.28717,solar effect
7,129.5,0.13261023,0.10864162,0.38623953,43.95156,solar effect
7,130.5,0.13112578,0.10755634,0.38287324,43.593975,solar effect
7,131.5,0.12972322,0.10653211,0.3796577,43.238575,solar effect
7,132.5,0.12837875,0.105570644,0.37671122,42.927666,solar effect
7,133.5,0.12711488,0.10467649,0.37399316,42.6404,solar effect
7,134.5,0.12593536,0.10385315,0.3714974,42.372185,solar effect
7,135.5,0.124872945,0.10314627,0.36941105,42.180737,solar effect
7,136.5,0.12381877,0.10245004,0.3672955,41.96088,solar effect
7,137.5,0.12284394,0.10181145,0.36535996,41.75028,solar effect
7,138.5,0.121922866,0.101215914,0.36363834,41.573193,solar effect
7,139.5,0.12101027,0.100664794,0.36198595,41.40686,solar effect
7,140.5,0.120098926,0.100104995,0.36031735,41.228447,solar effect
7,141.5,0.11921824,0.0995495,0.35862556,41.03698,solar effect
7,142.5,0.11835602,0.09900865,0.35698974,40.85069,solar effect
7,143.5,0.11750074,0.09847739,0.3554009,40.6633,solar effect
7,144.5,0.116665624,0.097963125,0.35389128,40.485424,solar effect
7,145.5,0.11585326,0.09746958,0.35243672,40.319107,solar effect
7,146.5,0.11507416,0.09698865,0.35100335,40.154133,solar effect
7,147.5,0.11431824,0.09651902,0.3496093,39.991917,solar effect
7,148.5,0.11360583,0.09608188,0.3483069,39.84357,solar effect
7,149.5,0.11291483,0.09565152,0.347017,39.698967,solar effect
7,199.5,0.10003379,0.086767174,0.31895426,36.4909,solar effect
8,0.5,0.10015385,0.08929633,0.30355453,38.682323,solar effect
8,99.5,0.09210588,0.08051182,0.2978494,33.870495,solar effect
8,100.5,0.06682381,0.07116884,0.25204855,35.19472,solar effect
8,101.5,0.029914731,0.07837199,0.2963109,70.87818,solar effect
8,102.5,0.061557166,0.1375444,0.43711603,87.143036,solar effect
8,103.5,0.13341266,0.1911718,0.6289605,93.39505,solar effect
8,104.5,0.1644588,0.17015956,0.5925616,68.31963,solar effect
8,105.5,0.16365433,0.15120739,0.5345632,58.56171,solar effect
8,106.5,0.15900497,0.14135242,0.50061923,55.2687,solar effect
8,107.5,0.15226884,0.13268264,0.47124365,52.41722,solar effect
8,108.5,0.14505684,0.12567839,0.4467903,49.893097,solar effect
8,109.5,0.13909444,0.12039861,0.42830867,47.895683,solar effect
8,110.5,0.1341959,0.1160144,0.41357893,46.22143,solar effect
8,111.5,0.13031876,0.11248398,0.40182894,44.830425,solar effect
8,112.5,0.12703946,0.10968876,0.3923405,43.785877,solar effect
8,113.5,0.124347985,0.10739639,0.384747,42.925602,solar effect
8,114.5,0.12209278,0.10542278,0.37820613,42.18174,solar effect
8,115.5,0.12024806,0.103714734,0.37265322,41.56022,solar effect
8,116.5,0.11849386,0.102093175,0.36752105,40.992245,solar effect
8,117.5,0.11697473,0.100685135,0.36312717,40.502758,solar effect
8,118.5,0.115626924,0.099400744,0.35903782,40.038456,solar effect
8,119.5,0.114427194,0.09828264,0.35544527,39.650482,solar effect
8,120.5,0.11336565,0.09729685,0.3523606,39.34906,solar effect
8,121.5,0.11241634,0.096451335,0.34969297,39.157864,solar effect
8,122.5,0.11164759,0.095703766,0.34736383,38.97893,solar effect
8,123.5,0.11090677,0.09499951,0.34512913,38.82965,solar effect
8,124.5,0.110117614,0.0943122,0.34289622,38.650078,solar effect
8,125.5,0.10939929,0.093689665,0.340811,38.4745,solar effect
8,126.5,0.10874227,0.09314281,0.33890706,38.329918,solar effect
8,127.5,0.10813537,0.09262246,0.33722258,38.200233,solar effect
8,128.5,0.10758752,0.092178114,0.3357891,38.092827,solar effect
8,129.5,0.107072905,0.09176234,0.334481,37.999454,solar effect
8,130.5,0.10662411,0.091394864,0.33332708,37.919743,solar effect
8,131.5,0.106186524,0.091036715,0.33218706,37.814476,solar effect
8,132.5,0.10579382,0.090738416,0.3312161,37.726963,solar effect
8,133.5,0.1054067,0.09045826,0.3303201,37.650017,solar effect
8,134.5,0.10507141,0.09024031,0.32968956,37.610306,solar effect
8,135.5,0.10476593,0.09004204,0.32905763,37.559444,solar effect
8,136.5,0.104447916,0.0898569,0.32846895,37.518414,solar effect
8,137.5,0.10412148,0.08967018,0.32789236,37.47268,solar effect
8,138.5,0.10377177,0.089468196,0.32730252,37.431538,solar effect
8,139.5,0.1034175,0.08926145,0.32669425,37.386917,solar effect
8,140.5,0.1030769,0.08905989,0.3260911,37.33501,solar effect
8,141.5,0.10273281,0.088856235,0.32551402,37.28597,solar effect
8,142.5,0.1023805,0.08864173,0.32488745,37.22768,solar effect
8,143.5,0.1020474,0.08844456,0.32431155,37.184067,solar effect
8,144.5,0.101725794,0.08825156,0.32376742,37.144054,solar effect
8,145.5,0.10142912,0.0880668,0.32323945,37.10161,solar effect
8,146.5,0.101136826,0.08789131,0.32272205,37.06497,solar effect
8,147.5,0.10087888,0.08773225,0.3222445,37.0297,solar effect
8,148.5,0.10065396,0.08757876,0.321772,36.98994,solar effect
8,149.5,0.1004665,0.08743588,0.3213083,36.947124,solar effect
8,199.5,0.09825384,0.08532841,0.3144307,36.64949,solar effect
0,0.5,0.10015431,0.08929747,0.30355644,38.68233,CO2 effect
0,99.5,0.092538126,0.08094376,0.29925075,34.037064,CO2 effect
0,100.5,0.09247072,0.08077807,0.29895627,34.016735,CO2 effect
0,101.5,0.091443405,0.0795639,0.29509094,33.60065,CO2 effect
0,102.5,0.090469114,0.078493915,0.291519,33.238388,CO2 effect
0,103.5,0.089908384,0.07785205,0.2894176,33.03916,CO2 effect
0,104.5,0.08952093,0.07738844,0.2878671,32.89942,CO2 effect
0,105.5,0.089207664,0.07702343,0.2866243,32.797573,CO2 effect
0,106.5,0.088927805,0.076706916,0.28554678,32.710217,CO2 effect
0,107.5,0.0886538,0.07641132,0.28456587,32.63018,CO2 effect
0,108.5,0.08840216,0.07614298,0.2836989,32.553696,CO2 effect
0,109.5,0.08816091,0.075897135,0.28289458,32.48313,CO2 effect
0,110.5,0.087934,0.07567525,0.28216067,32.4152,CO2 effect
0,111.5,0.08774163,0.07549225,0.28155917,32.359734,CO2 effect
0,112.5,0.087553374,0.07531161,0.28096446,32.30172,CO2 effect
0,113.5,0.087367654,0.075139016,0.2803926,32.237278,CO2 effect
0,114.5,0.08719177,0.07498134,0.27985954,32.177532,CO2 effect
0,115.5,0.08702901,0.07483932,0.27937603,32.120724,CO2 effect
0,116.5,0.086861216,0.07469562,0.27888817,32.060146,CO2 effect
0,117.5,0.08670563,0.07456407,0.27843955,32.00404,CO2 effect
0,118.5,0.0865655,0.07445601,0.27807435,31.965342,CO2 effect
0,119.5,0.08641915,0.07434163,0.27768096,31.91302,CO2 effect
0,120.5,0.08628199,0.07422905,0.2772994,31.861654,CO2 effect
0,121.5,0.08614659,0.074124545,0.27694237,31.815529,CO2 effect
0,122.5,0.08602041,0.074022755,0.27658945,31.76593,CO2 effect
0,123.5,0.08589402,0.07391925,0.2762408,31.718115,CO2 effect
0,124.5,0.085774094,0.07382777,0.2759246,31.672043,CO2 effect
0,125.5,0.08566922,0.07373927,0.27560943,31.625742,CO2 effect
0,126.5,0.085572965,0.073661484,0.27533588,31.587818,CO2 effect
0,127.5,0.08547874,0.073579855,0.27504972,31.545212,CO2 effect
0,128.5,0.08539535,0.073509395,0.27479511,31.508055,CO2 effect
0,129.5,0.085306406,0.07343329,0.27453536,31.467327,CO2 effect
0,130.5,0.08523151,0.073364146,0.27429235,31.430552,CO2 effect
0,131.5,0.08516328,0.073302776,0.2740696,31.39735,CO2 effect
0,132.5,0.085090175,0.07324013,0.27384722,31.362043,CO2 effect
0,133.5,0.08502719,0.073177785,0.2736236,31.3294,CO2 effect
0,134.5,0.08496362,0.07311964,0.27342907,31.297165,CO2 effect
0,135.5,0.08490589,0.07306017,0.27322462,31.265438,CO2 effect
0,136.5,0.084866546,0.07301859,0.27307346,31.246624,CO2 effect
0,137.5,0.0848286,0.07298054,0.2729444,31.224478,CO2 effect
0,138.5,0.08479868,0.07294009,0.27278993,31.202412,CO2 effect
0,139.5,0.08477941,0.07291521,0.2727109,31.191603,CO2 effect
0,140.5,0.08476545,0.07289106,0.2726199,31.17414,CO2 effect
0,141.5,0.08476469,0.07286422,0.27254638,31.164646,CO2 effect
0,142.5,0.08476036,0.07284572,0.27249387,31.155588,CO2 effect
0,143.5,0.08477101,0.0728286,0.2724272,31.142813,CO2 effect
0,144.5,0.08478379,0.07281406,0.27238733,31.140045,CO2 effect
0,145.5,0.08479501,0.07281778,0.27239347,31.135603,CO2 effect
0,146.5,0.08482045,0.07281673,0.27236977,31.128498,CO2 effect
0,147.5,0.08483573,0.0728158,0.27239928,31.133118,CO2 effect
0,148.5,0.08486064,0.07282738,0.27239776,31.127659,CO2 effect
0,149.5,0.08489338,0.07282009,0.2723505,31.12065,CO2 effect
0,199.5,0.08499563,0.072606295,0.27155304,31.125973,CO2 effect
0,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
0,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
0,100.5,0.050530024,0.041857466,0.15670869,33.731895,both
0,101.5,4.1940586e-07,1.5662513e-07,9.512496e-07,85.490555,both
0,102.5,1.5557958e-11,1.3470887e-11,1.8860927e-11,20.273237,both
0,103.5,5.075647e-05,0.0018688319,0.006074543,13.099473,both
0,104.5,0.035084352,0.09993702,0.37254524,26.639185,both
0,105.5,0.19808626,0.21010567,0.7572746,64.24759,both
0,106.5,0.22243907,0.19290861,0.67506456,71.309746,both
0,107.5,0.21591109,0.17744146,0.61622787,68.15307,both
0,108.5,0.20595604,0.16619188,0.57335436,64.23027,both
0,109.5,0.19677019,0.15774402,0.54296273,61.319244,both
0,110.5,0.18931346,0.15097106,0.51971287,58.974964,both
0,111.5,0.18252133,0.14513296,0.5005055,56.938038,both
0,112.5,0.17648011,0.1400318,0.48382694,55.05558,both
0,113.5,0.17083395,0.13533315,0.46843192,53.25972,both
0,114.5,0.16604644,0.13135144,0.4555755,51.7689,both
0,115.5,0.16147064,0.12769611,0.44381678,50.428146,both
0,116.5,0.15740722,0.12453532,0.4337208,49.279152,both
0,117.5,0.15363164,0.12160544,0.42464724,48.247593,both
0,118.5,0.15024346,0.11897927,0.4165097,47.366516,both
0,119.5,0.14724885,0.11671187,0.40951964,46.61895,both
0,120.5,0.144427,0.11460114,0.40306556,45.928528,both
0,121.5,0.14182134,0.11271362,0.3972996,45.348156,both
0,122.5,0.13934536,0.11092928,0.39175922,44.777634,both
0,123.5,0.13712879,0.10929456,0.38672733,44.249706,both
0,124.5,0.1350368,0.10773144,0.38194096,43.75252,both
0,125.5,0.13300766,0.10624867,0.37735757,43.278522,both
0,126.5,0.13109788,0.104888335,0.37308645,42.819317,both
0,127.5,0.12922458,0.10353276,0.36885536,42.364758,both
0,128.5,0.12746455,0.10228488,0.36497077,41.95222,both
0,129.5,0.1257813,0.10108144,0.36123443,41.55932,both
0,130.5,0.12420019,0.09996705,0.35777393,41.185925,both
0,131.5,0.12271822,0.09894103,0.35459238,40.849197,both
0,132.5,0.12131874,0.09799495,0.35172445,40.56213,both
0,133.5,0.12008327,0.097168505,0.34921652,40.287334,both
0,134.5,0.11886829,0.096367665,0.34676552,40.01016,both
0,135.5,0.117697954,0.095616415,0.34444165,39.73592,both
0,136.5,0.11657725,0.094918616,0.34225386,39.468304,both
0,137.5,0.115546286,0.09427701,0.34031165,39.237556,both
0,138.5,0.11454833,0.09366064,0.33845913,39.021603,both
0,139.5,0.11356403,0.09305188,0.33664632,38.812336,both
0,140.5,0.112611726,0.09244849,0.33482558,38.598343,both
0,141.5,0.111684725,0.09185718,0.33302394,38.373318,both
0,142.5,0.11077949,0.09128042,0.33128333,38.161484,both
0,143.5,0.1099232,0.0907386,0.32965475,37.96925,both
0,144.5,0.1090903,0.0902118,0.3280571,37.77501,both
0,145.5,0.10830319,0.08972365,0.32657492,37.60602,both
0,146.5,0.10753061,0.08924225,0.32515344,37.448254,both
0,147.5,0.106816456,0.08878714,0.32379672,37.291687,both
0,148.5,0.1061281,0.08834575,0.322468,37.141006,both
0,149.5,0.10547829,0.08792927,0.3211965,36.99473,both
0,199.5,0.09461281,0.08000687,0.2955693,33.95528,both
1,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
1,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
1,100.5,0.05048056,0.041834,0.15643683,33.683132,both
1,101.5,4.1247722e-07,2.008249e-07,1.0086019e-06,66.08774,both
1,102.5,1.5542522e-11,3.1753872e-10,3.2465258e-10,21.011381,both
1,103.5,6.263735e-05,0.0022461682,0.0076675722,19.087288,both
1,104.5,0.027959792,0.09021412,0.3370809,26.572466,both
1,105.5,0.182854,0.21250884,0.7755631,66.10911,both
1,106.5,0.21902892,0.20012148,0.7071917,73.36769,both
1,107.5,0.21810687,0.1830382,0.63792264,69.51652,both
1,108.5,0.20814562,0.16998067,0.5890783,65.61337,both
1,109.5,0.1989329,0.16056062,0.5536796,62.24353,both
1,110.5,0.19121146,0.15331434,0.52812517,59.743385,both
1,111.5,0.1842572,0.14710769,0.5073524,57.584217,both
1,112.5,0.17803799,0.141761,0.4897235,55.65604,both
1,113.5,0.17236272,0.1368459,0.47374138,53.799606,both
1,114.5,0.16746959,0.13276277,0.4604384,52.29733,both
1,115.5,0.1628522,0.12899163,0.44825447,50.901623,both
1,116.5,0.15862626,0.1256597,0.43759066,49.700043,both
1,117.5,0.1547659,0.12262574,0.4280213,48.62029,both
1,118.5,0.15129158,0.11992901,0.41963464,47.72515,both
1,119.5,0.1482392,0.11755222,0.4122967,46.918133,both
1,120.5,0.1453821,0.115377694,0.40563384,46.209305,both
1,121.5,0.14270163,0.11340889,0.39963818,45.607174,both
1,122.5,0.1402205,0.11162535,0.39401686,45.045532,both
1,123.5,0.13797292,0.10994014,0.38872564,44.473656,both
1,124.5,0.13583542,0.10833077,0.38381213,43.973824,both
1,125.5,0.13379423,0.10683971,0.37917107,43.486805,both
1,126.5,0.13181832,0.105435476,0.37483835,43.037956,both
1,127.5,0.12989365,0.104032315,0.37043983,42.570377,both
1,128.5,0.12811998,0.10275251,0.36645603,42.150974,both
1,129.5,0.12643175,0.101520956,0.3625995,41.73776,both
1,130.5,0.12479,0.10038012,0.3590626,41.370426,both
1,131.5,0.12322937,0.099315956,0.3558182,41.040714,both
1,132.5,0.12180561,0.0983527,0.35288572,40.7362,both
1,133.5,0.120548464,0.09750076,0.35029593,40.45199,both
1,134.5,0.11928647,0.096688285,0.3477881,40.171955,both
1,135.5,0.11809489,0.0959397,0.34546953,39.90032,both
1,136.5,0.11697133,0.09524729,0.34330902,39.64299,both
1,137.5,0.115938365,0.09459536,0.34134194,39.409134,both
1,138.5,0.11491654,0.09395986,0.33944464,39.19387,both
1,139.5,0.113888904,0.09333037,0.33756799,38.973164,both
1,140.5,0.11290215,0.092701405,0.33567137,38.74802,both
1,141.5,0.11194217,0.09208773,0.3338124,38.520264,both
1,142.5,0.111000225,0.091492504,0.33203018,38.30703,both
1,143.5,0.11010786,0.090933524,0.3303367,38.101852,both
1,144.5,0.1092684,0.09041231,0.32876915,37.920765,both
1,145.5,0.10843481,0.08988874,0.32721102,37.746864,both
1,146.5,0.10763921,0.08938908,0.32572293,37.57967,both
1,147.5,0.106902815,0.088925384,0.32430893,37.416256,both
1,148.5,0.10622826,0.08849267,0.3230124,37.26839,both
1,149.5,0.105570555,0.08806516,0.32170218,37.114426,both
1,199.5,0.09477302,0.08009949,0.29593208,34.070602,both
2,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
2,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
2,100.5,0.06717388,0.07153733,0.25302088,35.307335,both
2,101.5,0.030535175,0.079056665,0.29790187,70.93432,both
2,102.5,0.064695485,0.1400795,0.4453637,87.294426,both
2,103.5,0.13731244,0.1905342,0.6290951,90.938576,both
2,104.5,0.16292843,0.16627842,0.57969236,66.309746,both
2,105.5,0.16121662,0.14781958,0.52253675,57.264854,both
2,106.5,0.15586422,0.13739976,0.48691958,53.764145,both
2,107.5,0.1483403,0.12813948,0.4548928,50.57477,both
2,108.5,0.14074463,0.120669566,0.4298523,47.960964,both
2,109.5,0.13438332,0.114934385,0.41013718,45.785973,both
2,110.5,0.12936659,0.11030644,0.39466512,43.993134,both
2,111.5,0.12545958,0.10679506,0.38265803,42.613956,both
2,112.5,0.121997535,0.10381587,0.3725692,41.48068,both
2,113.5,0.11909154,0.10123009,0.36427033,40.53975,both
2,114.5,0.11661142,0.09890936,0.35700315,39.69909,both
2,115.5,0.11446018,0.096978396,0.35078874,39.024246,both
2,116.5,0.11255912,0.09531267,0.34547138,38.4741,both
2,117.5,0.110891595,0.09386558,0.34085888,38.04604,both
2,118.5,0.10945912,0.09258281,0.33678657,37.728615,both
2,119.5,0.10820097,0.09146984,0.33329624,37.473213,both
2,120.5,0.10703826,0.09043466,0.33002338,37.192245,both
2,121.5,0.10592174,0.089454606,0.32681507,36.919346,both
2,122.5,0.10491202,0.08857526,0.32390118,36.682945,both
2,123.5,0.10391999,0.087687224,0.32098365,36.39449,both
2,124.5,0.10298811,0.08687873,0.3183725,36.13411,both
2,125.5,0.1020953,0.08614877,0.31602678,35.921185,both
2,126.5,0.101323225,0.08552517,0.3140508,35.76111,both
2,127.5,0.10063019,0.08496131,0.31224376,35.615498,both
2,128.5,0.10000382,0.084474586,0.3106727,35.497715,both
2,129.5,0.09939749,0.084006965,0.3091988,35.363674,both
2,130.5,0.09883577,0.083602086,0.30790085,35.231846,both
2,131.5,0.09832932,0.08327544,0.30683473,35.127254,both
2,132.5,0.097844124,0.08297821,0.30585465,35.037643,both
2,133.5,0.097368374,0.08268102,0.3048993,34.949005,both
2,134.5,0.09689086,0.0823718,0.30390832,34.851254,both
2,135.5,0.09641943,0.082061246,0.30291957,34.74961,both
2,136.5,0.09593269,0.08175653,0.3019688,34.65718,both
2,137.5,0.0954625,0.081471264,0.30111212,34.584778,both
2,138.5,0.095004074,0.08117678,0.30022472,34.50075,both
2,139.5,0.09457366,0.08090161,0.2993939,34.426357,both
2,140.5,0.094178334,0.08063963,0.2985602,34.34271,both
2,141.5,0.09382176,0.080401644,0.29779452,34.267822,both
2,142.5,0.0934787,0.08015859,0.29701126,34.185024,both
2,143.5,0.09317005,0.07993437,0.29630435,34.118443,both
2,144.5,0.09287298,0.07971581,0.29560763,34.04724,both
2,145.5,0.092586115,0.079492375,0.29489213,33.972504,both
2,146.5,0.09232886,0.07930453,0.294284,33.912247,both
2,147.5,0.0920892,0.07912355,0.2936986,33.857662,both
2,148.5,0.091877595,0.07896339,0.29318106,33.807983,both
2,149.5,0.091672584,0.07878985,0.29261258,33.749405,both
2,199.5,0.08973265,0.076341115,0.2840981,32.954994,both
3,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
3,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
3,100.5,0.050516747,0.04237891,0.15748385,33.391857,both
3,101.5,4.2460994e-07,6.894007e-06,1.4346548e-05,24.711357,both
3,102.5,1.5580426e-11,1.7631919e-05,3.9634888e-05,21.913809,both
3,103.5,7.783975e-12,0.00023437779,0.0005602146,25.612614,both
3,104.5,0.00025140477,0.0037495163,0.013850147,24.917168,both
3,105.5,0.011741385,0.0519427,0.19611187,21.839905,both
3,106.5,0.12580532,0.18944947,0.71713686,60.991806,both
3,107.5,0.21165174,0.22562884,0.8079703,81.33568,both
3,108.5,0.22865881,0.2072253,0.72897357,76.87209,both
3,109.5,0.22619718,0.19202507,0.6678506,72.31012,both
3,110.5,0.21728835,0.17901559,0.6193312,68.13711,both
3,111.5,0.20859958,0.1689825,0.5817028,64.6462,both
3,112.5,0.20081641,0.16109441,0.5533373,61.983734,both
3,113.5,0.19363943,0.15440243,0.53066486,59.65049,both
3,114.5,0.18733841,0.14857516,0.5114,57.5507,both
3,115.5,0.18171625,0.14362293,0.4950817,55.78792,both
3,116.5,0.17658184,0.139357,0.48071414,54.271595,both
3,117.5,0.17182869,0.1354062,0.46764916,52.853024,both
3,118.5,0.16740459,0.13180369,0.45629,51.60844,both
3,119.5,0.16333145,0.12854278,0.44616568,50.535385,both
3,120.5,0.15967655,0.12564193,0.43725258,49.593464,both
3,121.5,0.15633607,0.12304245,0.42925626,48.787827,both
3,122.5,0.15325592,0.12070977,0.4220905,48.098953,both
3,123.5,0.15038195,0.1185902,0.41551322,47.47424,both
3,124.5,0.14767823,0.11658212,0.4090957,46.793377,both
3,125.5,0.1451025,0.11465931,0.40308902,46.151146,both
3,126.5,0.14260934,0.11284211,0.3974976,45.573402,both
3,127.5,0.14021568,0.111118816,0.39220405,45.025978,both
3,128.5,0.1379489,0.109522045,0.38728836,44.533375,both
3,129.5,0.1357849,0.10802062,0.38268226,44.083206,both
3,130.5,0.13371608,0.10655343,0.37816608,43.61739,both
3,131.5,0.13173628,0.105189,0.37396064,43.169113,both
3,132.5,0.12989827,0.10395684,0.37019813,42.77545,both
3,133.5,0.12818421,0.10280362,0.3666643,42.38277,both
3,134.5,0.12659153,0.10176471,0.36352545,42.03082,both
3,135.5,0.12508866,0.100821,0.36062193,41.68581,both
3,136.5,0.123680115,0.09993653,0.35787886,41.350983,both
3,137.5,0.12233028,0.09908048,0.35529205,41.036816,both
3,138.5,0.121029064,0.09827624,0.3528598,40.745045,both
3,139.5,0.119733945,0.09747341,0.35045332,40.447678,both
3,140.5,0.11846949,0.09667453,0.3480726,40.160564,both
3,141.5,0.11722292,0.09588602,0.34570134,39.865532,both
3,142.5,0.116027154,0.09512487,0.3433987,39.58173,both
3,143.5,0.11489862,0.09439999,0.34120932,39.308323,both
3,144.5,0.11380956,0.093708076,0.3391385,39.060886,both
3,145.5,0.11278572,0.093063116,0.33720317,38.82784,both
3,146.5,0.11181985,0.092453614,0.33533597,38.597202,both
3,147.5,0.110903814,0.091858,0.33351535,38.37376,both
3,148.5,0.11005539,0.09131288,0.3318509,38.1703,both
3,149.5,0.109267265,0.09080314,0.3302904,37.984016,both
3,199.5,0.09603579,0.08104348,0.29873008,34.132526,both
4,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
4,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
4,100.5,0.050530024,0.041857466,0.15670869,33.731895,both
4,101.5,4.194058e-07,1.5662562e-07,9.512498e-07,85.490326,both
4,102.5,3.0799496e-05,0.002060465,0.0056320056,10.644316,both
4,103.5,0.040029485,0.114209615,0.40758973,31.234066,both
4,104.5,0.18084851,0.18869714,0.67634976,59.66962,both
4,105.5,0.1974209,0.17205092,0.6060517,64.31981,both
4,106.5,0.19035086,0.15802164,0.5541166,61.540676,both
4,107.5,0.18039595,0.1480293,0.5160531,58.009266,both
