model,time,zooplankton biomass (Pg C),phytoplankton biomass (Pg C),mixoplankton biomass (Pg C),size mean (Î¼m),exp
4,108.5,0.17186326,0.14044064,0.4893446,55.35688,both
4,109.5,0.16491598,0.13432887,0.46867335,53.094402,both
4,110.5,0.15875778,0.12914535,0.45139304,51.1106,both
4,111.5,0.15326309,0.124498196,0.4361696,49.261696,both
4,112.5,0.14839683,0.120462745,0.42322123,47.72069,both
4,113.5,0.14419055,0.11708864,0.4125404,46.50486,both
4,114.5,0.14048669,0.11416672,0.40307817,45.408745,both
4,115.5,0.1371485,0.11143714,0.3943416,44.3518,both
4,116.5,0.13425635,0.109086886,0.38695717,43.46305,both
4,117.5,0.13166493,0.10698892,0.38029817,42.68029,both
4,118.5,0.12930307,0.10512309,0.37432587,41.997597,both
4,119.5,0.12710276,0.10346949,0.36917838,41.470943,both
4,120.5,0.12511408,0.10196494,0.36444923,40.994965,both
4,121.5,0.12322668,0.100512646,0.35986298,40.538708,both
4,122.5,0.12151593,0.099195406,0.3557791,40.094383,both
4,123.5,0.11984789,0.09792218,0.3518302,39.68378,both
4,124.5,0.11825031,0.09672124,0.3481414,39.30136,both
4,125.5,0.11673459,0.09559179,0.34458745,38.939014,both
4,126.5,0.11527947,0.09451376,0.34119183,38.58676,both
4,127.5,0.11389947,0.09349338,0.33797532,38.254272,both
4,128.5,0.11261154,0.09253903,0.33492762,37.940247,both
4,129.5,0.11138581,0.09165973,0.3321516,37.653625,both
4,130.5,0.11026799,0.090876244,0.32974827,37.42751,both
4,131.5,0.10925553,0.090167016,0.32762137,37.228928,both
4,132.5,0.10831389,0.08953993,0.3257395,37.058372,both
4,133.5,0.10744005,0.08896918,0.3239775,36.88445,both
4,134.5,0.10666194,0.088465855,0.32239592,36.718113,both
4,135.5,0.10591557,0.087993935,0.3208892,36.554916,both
4,136.5,0.10518419,0.08754757,0.31948474,36.40949,both
4,137.5,0.10446723,0.08710934,0.3181499,36.270832,both
4,138.5,0.103744045,0.08666572,0.31682944,36.133003,both
4,139.5,0.1030597,0.08625026,0.3155911,36.00278,both
4,140.5,0.10238199,0.085834764,0.3143415,35.877434,both
4,141.5,0.101747885,0.08544392,0.3131706,35.753197,both
4,142.5,0.10112705,0.0850551,0.31200638,35.63104,both
4,143.5,0.100544535,0.08468821,0.31090242,35.511948,both
4,144.5,0.099984474,0.08432406,0.30980942,35.395275,both
4,145.5,0.09944449,0.083980694,0.3087743,35.289852,both
4,146.5,0.098939285,0.08365046,0.30777532,35.187344,both
4,147.5,0.09846022,0.08334146,0.3068158,35.091217,both
4,148.5,0.09800817,0.083045825,0.30590302,34.999184,both
4,149.5,0.09757908,0.08275616,0.30501103,34.906826,both
4,199.5,0.09133708,0.077701434,0.28844625,33.23833,both
5,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
5,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
5,100.5,0.050516747,0.04237891,0.15748385,33.391857,both
5,101.5,4.2460994e-07,3.6365003e-05,0.00010036213,24.548824,both
5,102.5,8.638532e-05,0.00776592,0.027030423,15.2319975,both
5,103.5,0.036831804,0.11558562,0.43165052,38.24339,both
5,104.5,0.17035802,0.19281685,0.69438326,63.246696,both
5,105.5,0.19618818,0.17838892,0.63210464,66.05397,both
5,106.5,0.19182262,0.16264586,0.5726769,62.948948,both
5,107.5,0.18188089,0.15082751,0.5285392,59.19489,both
5,108.5,0.17283066,0.14240456,0.49712938,56.10592,both
5,109.5,0.16540483,0.13572027,0.47394627,53.628487,both
5,110.5,0.15900189,0.13016567,0.45537972,51.541447,both
5,111.5,0.15346083,0.1252706,0.4390893,49.537716,both
5,112.5,0.14863202,0.12106568,0.42547917,47.910015,both
5,113.5,0.1444413,0.11759524,0.4144126,46.663467,both
5,114.5,0.14065191,0.1145553,0.40456268,45.52661,both
5,115.5,0.1373285,0.11179788,0.39566955,44.470478,both
5,116.5,0.13433361,0.10933341,0.38786572,43.54898,both
5,117.5,0.1317719,0.10720907,0.38115922,42.761726,both
5,118.5,0.12940523,0.10530177,0.37508765,42.082542,both
5,119.5,0.12721889,0.10360345,0.36970547,41.52546,both
5,120.5,0.12517558,0.10206327,0.3648422,41.05256,both
5,121.5,0.123344794,0.100615084,0.36032382,40.595516,both
5,122.5,0.12158416,0.09926085,0.35607603,40.1668,both
5,123.5,0.11992103,0.097991824,0.35216933,39.769577,both
5,124.5,0.11832001,0.09676175,0.3483483,39.371754,both
5,125.5,0.11682986,0.09563357,0.3448301,39.01061,both
5,126.5,0.1153898,0.094564065,0.34142712,38.661854,both
5,127.5,0.11400386,0.09353402,0.33814383,38.328754,both
5,128.5,0.11271459,0.092583664,0.3351071,38.01391,both
5,129.5,0.111525714,0.091731206,0.33243716,37.747116,both
5,130.5,0.110421345,0.09095401,0.33007577,37.5333,both
5,131.5,0.10946582,0.090299465,0.32814616,37.37146,both
5,132.5,0.10853344,0.08969032,0.32628596,37.20355,both
5,133.5,0.107697755,0.08915755,0.3246445,37.04543,both
5,134.5,0.10693644,0.088676184,0.32314146,36.890488,both
5,135.5,0.10618453,0.0882045,0.32162312,36.72632,both
5,136.5,0.105448306,0.08775919,0.32024038,36.58545,both
5,137.5,0.10472484,0.087325856,0.31893027,36.45504,both
5,138.5,0.104003474,0.08688771,0.31762028,36.320335,both
5,139.5,0.10329274,0.08645947,0.3163452,36.18939,both
5,140.5,0.10261603,0.08605033,0.31511092,36.069286,both
5,141.5,0.10196945,0.085636556,0.31388623,35.937893,both
5,142.5,0.10134446,0.08523615,0.3126903,35.81198,both
5,143.5,0.10074372,0.08485827,0.31154838,35.687607,both
5,144.5,0.10018769,0.08449957,0.31045854,35.574398,both
5,145.5,0.09965956,0.08415404,0.30941,35.465294,both
5,146.5,0.099151306,0.083813325,0.30835927,35.353775,both
5,147.5,0.09866786,0.08349865,0.30739057,35.256187,both
5,148.5,0.098213896,0.08320072,0.30647153,35.16173,both
5,149.5,0.09780627,0.08291875,0.30559152,35.07422,both
5,199.5,0.091679916,0.077890106,0.28904814,33.391197,both
6,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
6,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
6,100.5,0.050753936,0.046404175,0.1669934,31.699945,both
6,101.5,1.6319748e-06,0.0020631393,0.0057967533,16.891544,both
6,102.5,4.349196e-11,0.0061756438,0.021587297,15.118213,both
6,103.5,0.00013625098,0.017494133,0.073302396,24.188484,both
6,104.5,0.014870669,0.0729951,0.29981512,36.012177,both
6,105.5,0.13032524,0.18804634,0.7018398,66.0263,both
6,106.5,0.20577425,0.21429357,0.76542926,78.02355,both
6,107.5,0.21810645,0.19544213,0.6877738,73.15481,both
6,108.5,0.21361417,0.18120128,0.63242984,69.11503,both
6,109.5,0.20504528,0.16918418,0.5874785,65.25129,both
6,110.5,0.19690666,0.1603167,0.5541997,62.210033,both
6,111.5,0.18946882,0.15289325,0.5276921,59.66068,both
6,112.5,0.18262392,0.14646475,0.5060759,57.32776,both
6,113.5,0.17657882,0.14095733,0.48805597,55.31885,both
6,114.5,0.1714148,0.13640499,0.47309995,53.65581,both
6,115.5,0.1667743,0.13242638,0.45994735,52.193798,both
6,116.5,0.1623031,0.12873505,0.4478998,50.862564,both
6,117.5,0.15816954,0.12543023,0.43740827,49.701958,both
6,118.5,0.15439439,0.12239216,0.42790985,48.646122,both
6,119.5,0.15100646,0.119714536,0.4195798,47.74767,both
6,120.5,0.14794496,0.117328174,0.41216707,46.968376,both
6,121.5,0.1450997,0.115189,0.4055209,46.30082,both
6,122.5,0.14245036,0.113253996,0.3992876,45.676476,both
6,123.5,0.14007097,0.11143908,0.39343908,45.03352,both
6,124.5,0.13786247,0.10977366,0.3882603,44.50228,both
6,125.5,0.1357201,0.10820376,0.3834183,44.019234,both
6,126.5,0.13366497,0.10669315,0.37875625,43.535328,both
6,127.5,0.1317079,0.105270594,0.37430805,43.07226,both
6,128.5,0.12986058,0.10391718,0.37008327,42.62988,both
6,129.5,0.12806469,0.10260996,0.36597627,42.201168,both
6,130.5,0.12632875,0.10138416,0.36214682,41.79743,both
6,131.5,0.124732494,0.10029109,0.3588371,41.460724,both
6,132.5,0.12325853,0.09929721,0.35581696,41.157898,both
6,133.5,0.12194514,0.09841258,0.3531539,40.878643,both
6,134.5,0.12064004,0.09757776,0.35056508,40.591824,both
6,135.5,0.11942748,0.09681843,0.34816575,40.307518,both
6,136.5,0.118293166,0.09610385,0.34596634,40.04673,both
6,137.5,0.11717793,0.09541866,0.343935,39.820786,both
6,138.5,0.11606609,0.094743975,0.34195226,39.602604,both
6,139.5,0.114962645,0.094072536,0.33996278,39.369667,both
6,140.5,0.11388984,0.09340027,0.33795136,39.126595,both
6,141.5,0.1128334,0.09272821,0.33594912,38.889435,both
6,142.5,0.11183339,0.09209965,0.33405608,38.659523,both
6,143.5,0.11085887,0.09148812,0.3322097,38.444874,both
6,144.5,0.10990862,0.090904415,0.33046353,38.250072,both
6,145.5,0.10902241,0.09036161,0.32885605,38.068443,both
6,146.5,0.10816836,0.08982664,0.32729042,37.897346,both
6,147.5,0.10737486,0.08933047,0.32583976,37.740696,both
6,148.5,0.10664195,0.0888647,0.3244267,37.581192,both
6,149.5,0.10597542,0.088432066,0.323095,37.42764,both
6,199.5,0.09528594,0.080417156,0.297037,34.36083,both
7,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
7,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
7,100.5,0.05442889,0.05772861,0.20619503,32.823975,both
7,101.5,0.0047280774,0.04591399,0.21322215,53.805973,both
7,102.5,0.07217881,0.1479899,0.5491317,78.20262,both
7,103.5,0.1539303,0.16802102,0.59504473,63.946503,both
7,104.5,0.16080527,0.14558852,0.52110684,55.996647,both
7,105.5,0.15559304,0.13445863,0.4777959,52.45818,both
7,106.5,0.14747493,0.12543407,0.4451399,49.374958,both
7,107.5,0.13972938,0.11836476,0.42167938,47.012604,both
7,108.5,0.13329035,0.11284708,0.40340185,44.980312,both
7,109.5,0.12810189,0.10855626,0.3888333,43.290344,both
7,110.5,0.1240965,0.10527349,0.37761226,42.0206,both
7,111.5,0.1205829,0.10237795,0.36791232,40.870476,both
7,112.5,0.117542714,0.09979282,0.35957724,39.914673,both
7,113.5,0.1150074,0.09753607,0.35245654,39.082214,both
7,114.5,0.112759195,0.09557799,0.3461798,38.366116,both
7,115.5,0.11075565,0.09388058,0.34082744,37.789986,both
7,116.5,0.109073795,0.09248227,0.33642673,37.387943,both
7,117.5,0.10760078,0.091242015,0.3325773,37.09649,both
7,118.5,0.106324695,0.090179935,0.32925373,36.862392,both
7,119.5,0.10514084,0.089184485,0.3260546,36.607548,both
7,120.5,0.10403869,0.0882473,0.32303762,36.354706,both
7,121.5,0.10307698,0.08739804,0.3202591,36.120293,both
7,122.5,0.10210098,0.08655554,0.31750184,35.867817,both
7,123.5,0.1012037,0.085779175,0.31497318,35.624542,both
7,124.5,0.1003634,0.08506069,0.31265143,35.40114,both
7,125.5,0.099620365,0.084436975,0.31064904,35.229588,both
7,126.5,0.09892492,0.08388749,0.30889904,35.094715,both
7,127.5,0.098346256,0.08341901,0.30737498,34.980778,both
7,128.5,0.09777448,0.082968205,0.3059463,34.86385,both
7,129.5,0.09722415,0.0825566,0.30463314,34.734356,both
7,130.5,0.09675327,0.08223213,0.30355453,34.627605,both
7,131.5,0.09631887,0.08196254,0.30263823,34.54177,both
7,132.5,0.09588265,0.08168349,0.30174768,34.464943,both
7,133.5,0.095448315,0.08140287,0.30084592,34.381382,both
7,134.5,0.09499408,0.08111474,0.29992977,34.28704,both
7,135.5,0.09455823,0.0808278,0.29902917,34.197544,both
7,136.5,0.09413621,0.08055839,0.29819375,34.11723,both
7,137.5,0.093720466,0.08029475,0.29738566,34.0432,both
7,138.5,0.09332001,0.080032036,0.29658556,33.96956,both
7,139.5,0.09295583,0.07979867,0.29587674,33.905907,both
7,140.5,0.0926082,0.079567656,0.29514363,33.839813,both
7,141.5,0.092284225,0.07933998,0.29439086,33.762547,both
7,142.5,0.091995746,0.0791383,0.2937237,33.699528,both
7,143.5,0.09172888,0.078931555,0.29302806,33.62007,both
7,144.5,0.09145894,0.078727424,0.29238474,33.558716,both
7,145.5,0.09121051,0.07854152,0.29178044,33.49862,both
7,146.5,0.090990126,0.0783695,0.29122055,33.443287,both
7,147.5,0.09078867,0.078210205,0.29070857,33.39034,both
7,148.5,0.09060457,0.078057066,0.29020584,33.339504,both
7,149.5,0.09043359,0.07789825,0.2896654,33.27862,both
7,199.5,0.08889748,0.07578311,0.2822862,32.65276,both
8,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
8,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
8,100.5,0.050483324,0.041933022,0.15657815,33.624004,both
8,101.5,8.1530736e-05,0.011652799,0.041193396,27.288708,both
8,102.5,0.054992065,0.14195466,0.5333365,53.72613,both
8,103.5,0.15598479,0.15588345,0.55812764,54.18426,both
8,104.5,0.16060127,0.14041692,0.50103045,53.674286,both
8,105.5,0.15491049,0.13090764,0.4626045,50.81627,both
8,106.5,0.14664799,0.12300112,0.4358738,48.40864,both
8,107.5,0.13927299,0.11683165,0.41579568,46.407604,both
8,108.5,0.13321513,0.11185848,0.39940816,44.557503,both
8,109.5,0.12835905,0.10800132,0.3862393,43.007145,both
8,110.5,0.12435388,0.104863375,0.3757071,41.799423,both
8,111.5,0.12081378,0.10203868,0.3663721,40.717354,both
8,112.5,0.11778295,0.099520236,0.35843313,39.79472,both
8,113.5,0.1151943,0.09728095,0.3513611,38.94319,both
8,114.5,0.112932876,0.09538269,0.34526995,38.22866,both
8,115.5,0.110867426,0.093696445,0.33999753,37.66373,both
8,116.5,0.10910815,0.092292085,0.33564836,37.261997,both
8,117.5,0.10760455,0.0910842,0.3318763,36.957684,both
8,118.5,0.10626917,0.08998283,0.32839838,36.682255,both
8,119.5,0.10504804,0.0889865,0.3252343,36.431057,both
8,120.5,0.103940755,0.08806707,0.3223142,36.181892,both
8,121.5,0.10292473,0.08720712,0.31949943,35.938034,both
8,122.5,0.10195574,0.08639708,0.31689614,35.702957,both
8,123.5,0.10102574,0.0856075,0.3143347,35.45673,both
8,124.5,0.100190334,0.08491148,0.31209588,35.239105,both
8,125.5,0.09941332,0.08427281,0.31005514,35.05798,both
8,126.5,0.098694645,0.083718106,0.30827564,34.92144,both
8,127.5,0.09806584,0.083229825,0.30670357,34.797405,both
8,128.5,0.097488575,0.082783446,0.30528736,34.68712,both
8,129.5,0.09695566,0.08236456,0.3039536,34.557453,both
8,130.5,0.09646738,0.08201316,0.30278355,34.435905,both
8,131.5,0.096016414,0.08172396,0.30181032,34.3414,both
8,132.5,0.095583275,0.08144707,0.30091688,34.261223,both
8,133.5,0.095155746,0.08117004,0.30004317,34.18165,both
8,134.5,0.094711445,0.080885865,0.2991536,34.096176,both
8,135.5,0.09426953,0.0806025,0.29828292,34.01077,both
8,136.5,0.093845144,0.08033438,0.29747382,33.936417,both
8,137.5,0.093437076,0.0800698,0.29663646,33.85545,both
8,138.5,0.09305175,0.07980782,0.29581255,33.770786,both
8,139.5,0.09268558,0.0795671,0.29507524,33.70323,both
8,140.5,0.092335366,0.07933309,0.29435152,33.635204,both
8,141.5,0.092006624,0.07912008,0.2936771,33.57444,both
8,142.5,0.0917137,0.07891898,0.29301223,33.513447,both
8,143.5,0.09143175,0.07871172,0.29231346,33.439148,both
8,144.5,0.09118249,0.07852085,0.29168785,33.37957,both
8,145.5,0.0909396,0.078340724,0.29110387,33.324345,both
8,146.5,0.09071331,0.07816963,0.29055312,33.27085,both
8,147.5,0.0905195,0.07801605,0.29005188,33.220726,both
8,148.5,0.090339884,0.077861026,0.28952992,33.16836,both
8,149.5,0.09015134,0.07770093,0.28899395,33.10849,both
8,199.5,0.08856881,0.07558741,0.28163433,32.515015,both
9,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
9,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
9,100.5,0.050530024,0.041857384,0.15670851,33.7319,both
9,101.5,4.19405e-07,1.566146e-07,9.5122215e-07,85.49064,both
9,102.5,1.5557954e-11,1.3719439e-11,1.9011917e-11,19.887823,both
9,103.5,7.457544e-12,1.5664684e-08,1.4010984e-08,17.678175,both
9,104.5,5.862571e-05,0.0022291099,0.007826888,12.612213,both
9,105.5,0.025660042,0.08605021,0.32914686,24.801031,both
9,106.5,0.18773118,0.22084795,0.80791116,67.127396,both
9,107.5,0.22669539,0.20884135,0.7382864,75.76659,both
9,108.5,0.22666693,0.19109493,0.6654917,71.7815,both
9,109.5,0.21648356,0.1770075,0.61279273,67.57149,both
9,110.5,0.20677459,0.1668769,0.5742707,63.85492,both
9,111.5,0.19871047,0.15907629,0.54636633,61.13847,both
9,112.5,0.19149026,0.15247488,0.5241255,58.8601,both
9,113.5,0.18500505,0.14684288,0.5058675,56.919003,both
9,114.5,0.1791013,0.1418043,0.4890628,55.03239,both
9,115.5,0.17393209,0.13747214,0.47465974,53.43104,both
9,116.5,0.16914183,0.13352887,0.46163803,51.994972,both
9,117.5,0.16483073,0.130001,0.45033658,50.729416,both
9,118.5,0.16082668,0.12678874,0.4403891,49.619553,both
9,119.5,0.15720835,0.12397497,0.43180096,48.74156,both
9,120.5,0.15396677,0.12149644,0.4242279,47.973053,both
9,121.5,0.15088308,0.119177185,0.41715026,47.263947,both
9,122.5,0.14799722,0.117067434,0.41071877,46.63914,both
9,123.5,0.14533624,0.115117684,0.4046723,46.039062,both
9,124.5,0.14290702,0.11328375,0.3988106,45.401463,both
9,125.5,0.14053094,0.111513935,0.39328176,44.807255,both
9,126.5,0.13818853,0.10983342,0.38813236,44.27143,both
9,127.5,0.13592389,0.10823724,0.38327146,43.785236,both
9,128.5,0.13382545,0.10678267,0.37879008,43.331062,both
9,129.5,0.13178933,0.10537219,0.37444448,42.891594,both
9,130.5,0.12987748,0.1040439,0.37029898,42.45049,both
9,131.5,0.128081,0.102817625,0.36648828,42.048275,both
9,132.5,0.12637793,0.10165284,0.36290902,41.665577,both
9,133.5,0.12479533,0.10057919,0.35963076,41.304222,both
9,134.5,0.12335391,0.09962466,0.35677558,40.989326,both
9,135.5,0.121939644,0.09872171,0.3540461,40.68135,both
9,136.5,0.12063549,0.09790578,0.35149026,40.365646,both
9,137.5,0.119405,0.0971223,0.3490851,40.06246,both
9,138.5,0.11822158,0.096381664,0.34683824,39.788,both
9,139.5,0.11709151,0.095669806,0.34469008,39.528244,both
9,140.5,0.11596191,0.09496078,0.34254703,39.26823,both
9,141.5,0.11486397,0.094265066,0.34042227,39.00413,both
9,142.5,0.11380683,0.09358871,0.33837694,38.748672,both
9,143.5,0.11278838,0.09294289,0.33641392,38.507042,both
9,144.5,0.11184013,0.0923415,0.3345812,38.279305,both
9,145.5,0.11093593,0.091763005,0.33283797,38.068718,both
9,146.5,0.11005746,0.09119815,0.33113313,37.86303,both
9,147.5,0.109223485,0.09065828,0.32947764,37.659126,both
9,148.5,0.10844297,0.09015943,0.3279572,37.48105,both
9,149.5,0.107723296,0.08968982,0.32653484,37.30875,both
9,199.5,0.0950976,0.08041692,0.2966664,33.70677,both
10,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
10,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
10,100.5,0.050530024,0.041857466,0.15670869,33.731895,both
10,101.5,4.1940586e-07,1.5662513e-07,9.512496e-07,85.490555,both
10,102.5,1.5557958e-11,1.3416192e-11,1.8829669e-11,20.373081,both
10,103.5,7.457546e-12,6.7528457e-12,8.339178e-12,23.055115,both
10,104.5,5.1799667e-05,0.0018843105,0.006159568,14.590386,both
10,105.5,0.034072585,0.09910573,0.37372366,25.713926,both
10,106.5,0.20256412,0.21698998,0.7844584,65.00478,both
10,107.5,0.23001528,0.19998842,0.6984831,72.57309,both
10,108.5,0.22308013,0.18385966,0.6376101,69.61996,both
10,109.5,0.21237008,0.1717543,0.59237885,65.64013,both
10,110.5,0.20294473,0.16279727,0.559602,62.507393,both
10,111.5,0.19507927,0.15557167,0.5342803,59.960663,both
10,112.5,0.18808332,0.14935344,0.5137745,57.797104,both
10,113.5,0.18185732,0.1439881,0.49621227,55.829365,both
10,114.5,0.17593144,0.13918062,0.48028153,54.02094,both
10,115.5,0.1709091,0.13503748,0.46662235,52.50999,both
10,116.5,0.16621152,0.13121511,0.45419967,51.1335,both
10,117.5,0.1620104,0.12785135,0.44354773,49.943497,both
10,118.5,0.15815322,0.124831125,0.43426728,48.91562,both
10,119.5,0.15462331,0.12211111,0.42601237,48.054222,both
10,120.5,0.15147655,0.11973632,0.41876513,47.30685,both
10,121.5,0.14847437,0.11749469,0.41190374,46.60927,both
10,122.5,0.1457399,0.115520224,0.4058873,46.031094,both
10,123.5,0.14311215,0.113601595,0.39992782,45.43007,both
10,124.5,0.14077452,0.11185406,0.39440376,44.824463,both
10,125.5,0.13839747,0.11009747,0.38889205,44.23454,both
10,126.5,0.13613337,0.10847774,0.3839289,43.716717,both
10,127.5,0.13397573,0.106937006,0.3792348,43.225502,both
10,128.5,0.13194449,0.10554098,0.37491333,42.793728,both
10,129.5,0.1299941,0.1041918,0.37075484,42.3635,both
10,130.5,0.12818342,0.10293613,0.3668238,41.939014,both
10,131.5,0.12645236,0.10174254,0.3631132,41.537846,both
10,132.5,0.12483774,0.10064641,0.35977453,41.187904,both
10,133.5,0.12333554,0.09964231,0.35668674,40.853806,both
10,134.5,0.12193455,0.098695815,0.35382223,40.536346,both
10,135.5,0.12060994,0.097832106,0.35121697,40.238655,both
10,136.5,0.11934595,0.0970238,0.3486958,39.928555,both
10,137.5,0.118149824,0.096274555,0.3464246,39.642456,both
10,138.5,0.11700606,0.095562406,0.34424847,39.37628,both
10,139.5,0.11591754,0.09488036,0.34217668,39.123306,both
10,140.5,0.11485314,0.09420045,0.34009248,38.865753,both
10,141.5,0.11382139,0.093539685,0.33805913,38.611645,both
10,142.5,0.11280604,0.09289506,0.33609602,38.36908,both
10,143.5,0.111836016,0.09227653,0.33422613,38.139038,both
10,144.5,0.1109198,0.09169307,0.33244914,37.917065,both
10,145.5,0.11005998,0.091136634,0.33074647,37.708267,both
10,146.5,0.10924239,0.09061496,0.32915795,37.517117,both
10,147.5,0.10844052,0.09009266,0.32758522,37.330853,both
10,148.5,0.10768512,0.0896074,0.3261351,37.165833,both
10,149.5,0.10698941,0.08915491,0.3247705,37.00446,both
10,199.5,0.09464182,0.0801034,0.29562762,33.497814,both
11,0.5,0.10015497,0.089297555,0.3035582,38.681866,both
11,99.5,0.092538044,0.080943614,0.29925245,34.03687,both
11,100.5,0.05442889,0.05772861,0.20619503,32.823975,both
11,101.5,0.00079631037,0.029551521,0.13655864,45.78135,both
11,102.5,0.0027764654,0.053085502,0.22171614,55.63778,both
11,103.5,0.029458962,0.11505883,0.42310125,72.50139,both
11,104.5,0.12804905,0.1959031,0.7016399,82.580864,both
11,105.5,0.18730034,0.19251396,0.6829082,72.19968,both
11,106.5,0.19418098,0.17438646,0.6158531,66.28175,both
11,107.5,0.18760374,0.16127798,0.5682585,62.72206,both
11,108.5,0.17879394,0.15053657,0.527994,58.998775,both
11,109.5,0.17066227,0.14219573,0.49720773,55.986095,both
11,110.5,0.16349667,0.13527685,0.47312266,53.392002,both
11,111.5,0.15709652,0.12933293,0.45326343,51.093735,both
11,112.5,0.15170836,0.12437011,0.43681747,49.14732,both
11,113.5,0.14741,0.1204771,0.42401662,47.67537,both
11,114.5,0.14339232,0.117053986,0.41292495,46.4446,both
11,115.5,0.13977124,0.11406568,0.40320772,45.335487,both
11,116.5,0.1365567,0.11134501,0.39454806,44.339867,both
11,117.5,0.13374591,0.10894353,0.38704944,43.486332,both
11,118.5,0.13124594,0.10692276,0.3806433,42.797146,both
11,119.5,0.1289548,0.1050687,0.37469542,42.187485,both
11,120.5,0.1268827,0.1034609,0.3695714,41.691036,both
11,121.5,0.124937505,0.10191575,0.36465463,41.21483,both
11,122.5,0.12323897,0.10050039,0.36017954,40.740734,both
11,123.5,0.12156301,0.09916871,0.35600537,40.313457,both
11,124.5,0.11993468,0.09788653,0.3520201,39.919987,both
11,125.5,0.11839414,0.096693076,0.34825206,39.53171,both
11,126.5,0.11694513,0.09560011,0.34470898,39.175842,both
11,127.5,0.1155318,0.094548,0.34136498,38.848877,both
11,128.5,0.114200786,0.093552485,0.33821166,38.530277,both
11,129.5,0.11299674,0.0926792,0.33552247,38.27543,both
11,130.5,0.11189159,0.091907695,0.33320242,38.070484,both
11,131.5,0.110934466,0.091250494,0.33130568,37.921783,both
11,132.5,0.109981485,0.09064299,0.3294317,37.752495,both
11,133.5,0.109177895,0.09014,0.32783118,37.596603,both
11,134.5,0.10838119,0.08964728,0.32625514,37.432117,both
11,135.5,0.10760818,0.08916991,0.32476813,37.281487,both
11,136.5,0.10682653,0.08870487,0.32337564,37.147434,both
11,137.5,0.10606018,0.0882519,0.32200485,37.00554,both
11,138.5,0.1052814,0.087772906,0.32056552,36.851868,both
11,139.5,0.10452911,0.08732541,0.31922713,36.717007,both
11,140.5,0.103792414,0.08688302,0.31794477,36.597206,both
11,141.5,0.10308917,0.08643627,0.31658864,36.449432,both
11,142.5,0.1024312,0.086009614,0.3153171,36.318157,both
11,143.5,0.101807654,0.085596085,0.3140651,36.182674,both
11,144.5,0.10122012,0.08521353,0.31288534,36.057964,both
11,145.5,0.100666136,0.08485272,0.3117845,35.94528,both
11,146.5,0.10012877,0.08451631,0.31072474,35.841328,both
11,147.5,0.09961494,0.08419366,0.30972502,35.749043,both
11,148.5,0.09915885,0.08388665,0.30876333,35.653965,both
11,149.5,0.09873584,0.083601445,0.30787355,35.565857,both
11,199.5,0.0921264,0.07814587,0.2899379,33.628174,both
